year,crop_type,soil_type,soil_ph,nitrogen,phosphorus,potassium,temperature,rainfall,humidity,irrigation_level,sunshine_hours,yield_kg_acre,yield_tons_ha
2022,Rice,Loam,7.66,240,62,70,35.1,1488,80.9,High,9.4,1184.36,2.927
2026,Barley,Alluvial,7.21,96,46,55,30.4,1007,32.2,Low,5.2,711.26,1.758
2025,Tomato,Alluvial,5.98,125,124,136,29.3,854,48.1,High,10.4,9466.05,23.391
2026,Watermelon,Red Soil,7.64,72,58,124,20.7,686,53.5,High,10.0,7913.73,19.555
2026,Chickpea,Silt Loam,5.68,45,56,20,36.4,616,82.7,High,9.9,236.46,0.584
2025,Tomato,Silt Loam,6.2,180,85,109,29.5,876,80.3,Low,6.6,8590.39,21.227
2024,Tea,Peaty,6.26,115,10,80,21.6,1651,90.9,Low,11.7,429.38,1.061
2025,Wheat,Loam,8.7,82,57,52,23.2,1047,36.5,Low,4.9,678.7,1.677
2026,Barley,Black Soil,7.68,109,27,51,29.1,640,70.7,High,9.4,711.47,1.758
2025,Barley,Sandy Loam,4.86,72,10,39,22.2,794,58.7,High,9.6,479.55,1.185
2020,Rice,Red Soil,8.65,84,99,25,36.5,1554,47.6,Low,10.6,539.59,1.333
2026,Maize,Sandy Loam,8.32,83,67,78,30.9,731,87.1,Low,7.0,596.79,1.475
2024,Garlic,Alluvial,6.47,50,20,27,12.1,150,80.4,Low,5.3,1017.3,2.514
2020,Banana,Alluvial,5.28,182,82,255,31.2,1994,73.5,High,9.5,16745.36,41.379
2024,Soybean,Black Soil,6.16,10,73,10,21.0,484,73.9,Medium,5.7,375.24,0.927
2025,Tomato,Saline,8.43,119,113,78,14.4,150,54.3,Medium,4.5,971.3,2.4
2024,Apple,Silt Loam,7.92,64,10,78,14.1,1240,42.7,Medium,5.6,2197.04,5.429
2020,Soybean,Sandy Loam,7.55,48,47,27,26.3,534,86.8,Medium,9.9,692.49,1.711
2024,Wheat,Saline,7.16,139,62,49,26.2,993,77.1,Low,10.4,1232.8,3.046
2020,Potato,Silt Loam,5.9,86,71,106,21.8,414,76.7,Low,11.1,5795.99,14.322
2020,Sugarcane,Laterite,4.94,232,76,55,11.6,1989,33.4,Low,8.5,5211.73,12.878
2024,Watermelon,Red Soil,8.77,128,100,97,14.2,449,39.0,Low,6.6,1999.19,4.94
2023,Onion,Saline,5.78,103,87,99,37.2,218,53.2,High,8.8,1068.62,2.641
2020,Cotton,Silt Loam,8.39,117,16,26,38.3,771,51.7,Medium,9.1,300.04,0.741
2024,Groundnut,Laterite,7.75,10,69,78,17.8,419,89.5,Medium,10.7,315.65,0.78
2021,Maize,Laterite,5.81,171,43,41,26.9,150,39.0,High,11.4,677.72,1.675
2023,Apple,Black Soil,4.66,83,19,107,18.2,828,81.3,Medium,11.3,3211.22,7.935
2026,Soybean,Saline,6.18,17,75,34,23.0,808,39.6,High,5.7,489.26,1.209
2021,Sunflower,Red Soil,8.46,70,110,72,37.2,150,50.8,High,7.3,98.3,0.243
2025,Sunflower,Peaty,4.63,124,54,49,28.0,150,32.0,Low,5.5,230.55,0.57
2021,Rice,Saline,4.92,152,10,121,17.7,1261,51.2,Medium,10.4,431.11,1.065
2023,Coffee,Loam,5.48,178,22,80,36.7,1188,41.6,Medium,9.6,275.12,0.68
2022,Chickpea,Black Soil,7.28,16,60,58,32.1,244,56.6,Low,10.8,274.05,0.677
2024,Potato,Alluvial,7.68,158,68,105,18.6,707,45.2,High,11.9,5908.77,14.601
2025,Rice,Saline,6.26,158,53,85,19.1,1427,76.4,High,4.8,1048.47,2.591
2022,Sunflower,Clay Loam,5.17,95,72,10,39.4,357,78.6,High,7.4,143.2,0.354
2021,Potato,Clay Loam,7.26,117,79,100,24.3,292,50.2,High,5.7,2498.41,6.174
2023,Tea,Peaty,4.59,148,92,83,19.2,2207,63.0,Medium,7.9,874.84,2.162
2021,Watermelon,Alluvial,8.62,144,26,147,21.2,150,41.6,High,9.9,2191.54,5.415
2022,Apple,Alluvial,8.12,69,60,100,31.6,1486,41.0,Medium,7.1,1185.71,2.93
2025,Potato,Peaty,4.95,104,54,81,16.0,1143,59.2,High,9.5,6328.54,15.638
2020,Coffee,Loam,4.51,160,71,81,17.3,2365,39.9,Low,10.2,448.64,1.109
2024,Sugarcane,Sandy Loam,8.58,245,48,51,22.2,2024,53.9,Medium,11.6,7893.41,19.505
2026,Sunflower,Black Soil,5.83,69,88,53,39.4,257,81.6,High,6.7,210.93,0.521
2022,Watermelon,Saline,7.56,73,48,99,21.7,273,34.0,Medium,5.8,3330.44,8.23
2026,Chickpea,Laterite,6.23,22,53,10,34.6,639,60.6,High,7.2,158.83,0.392
2020,Banana,Saline,6.34,242,66,270,18.4,953,84.4,Low,10.3,7180.41,17.743
2025,Potato,Red Soil,6.71,128,78,84,28.2,150,32.1,Medium,9.3,1627.78,4.022
2026,Coffee,Black Soil,8.5,214,28,138,26.9,1536,78.9,High,4.1,285.91,0.706
2023,Soybean,Peaty,7.7,57,39,10,26.9,664,46.6,Medium,4.4,446.61,1.104
2024,Wheat,Alluvial,6.33,153,94,73,35.7,589,68.4,Medium,4.9,940.84,2.325
2022,Mustard,Saline,7.64,37,35,10,15.8,541,80.0,Medium,5.8,415.25,1.026
2021,Wheat,Red Soil,4.59,122,40,13,20.6,150,46.2,Low,11.7,317.16,0.784
2023,Garlic,Black Soil,7.14,31,32,78,34.1,150,63.6,High,4.2,372.79,0.921
2024,Rice,Laterite,8.6,179,21,87,36.5,1653,45.2,High,7.4,413.5,1.022
2020,Soybean,Red Soil,8.72,31,58,33,18.6,503,70.8,Medium,11.6,345.37,0.853
2025,Tea,Alluvial,6.29,82,10,47,26.3,1561,30.2,Medium,11.4,439.14,1.085
2021,Garlic,Clay Loam,4.67,92,61,75,31.1,591,61.2,Medium,8.2,1184.15,2.926
2025,Garlic,Sandy Loam,5.82,154,54,90,29.7,309,82.1,Medium,8.0,1091.93,2.698
2022,Mustard,Clay Loam,6.62,31,42,13,19.6,1030,89.0,Medium,11.1,807.9,1.996
2024,Sunflower,Black Soil,7.63,102,47,11,12.7,605,58.6,Low,4.0,269.98,0.667
2023,Tea,Silt Loam,5.27,91,10,62,12.7,2324,36.6,Medium,5.3,361.61,0.894
2021,Chickpea,Sandy Loam,6.55,10,59,19,11.6,286,71.8,High,5.5,168.47,0.416
2020,Wheat,Peaty,7.35,98,100,10,12.5,356,76.7,Low,8.4,410.77,1.015
2025,Mustard,Laterite,5.27,52,13,15,19.4,273,65.1,Medium,9.4,306.0,0.756
2026,Garlic,Sandy Loam,7.48,105,67,79,19.4,626,44.6,Low,6.2,3179.83,7.858
2026,Rice,Peaty,7.42,102,16,53,33.4,1597,77.2,High,8.9,934.56,2.309
2022,Cotton,Loam,8.16,96,36,17,14.1,1001,82.7,Medium,8.3,282.26,0.697
2021,Groundnut,Peaty,6.86,86,42,60,30.6,669,39.2,Low,6.1,900.5,2.225
2020,Barley,Peaty,7.79,77,10,13,39.6,954,76.3,Low,10.2,328.63,0.812
2022,Wheat,Sandy Loam,6.31,125,51,36,23.0,150,60.4,Low,7.0,565.89,1.398
2026,Mustard,Black Soil,5.6,24,10,40,11.8,150,76.4,Medium,7.5,136.64,0.338
2025,Garlic,Loam,6.27,158,22,68,32.1,933,46.2,High,5.6,1406.66,3.476
2020,Barley,Sandy Loam,8.75,118,47,44,25.1,221,52.9,High,10.1,422.17,1.043
2026,Wheat,Black Soil,5.5,93,23,15,38.3,886,57.5,Low,4.8,378.92,0.936
2026,Coffee,Sandy Loam,6.79,177,10,65,22.4,1462,63.3,Medium,6.3,301.12,0.744
2026,Barley,Peaty,5.13,98,50,27,32.1,316,86.5,High,4.6,216.16,0.534
2020,Tea,Silt Loam,5.88,141,35,53,38.8,2296,83.7,Medium,11.4,428.23,1.058
2024,Potato,Silt Loam,5.25,50,76,82,36.8,322,59.3,Medium,8.2,1976.86,4.885
2022,Rice,Peaty,6.56,155,50,60,29.3,1469,79.9,Medium,7.5,1996.07,4.932
2026,Banana,Alluvial,5.04,197,60,268,38.4,1626,33.5,Low,5.0,5031.91,12.434
2023,Chickpea,Red Soil,5.1,22,60,39,13.2,524,72.1,Medium,7.2,292.06,0.722
2021,Chickpea,Sandy Loam,7.99,10,29,25,17.7,192,47.1,Low,6.0,172.27,0.426
2020,Rice,Clay Loam,8.73,101,75,10,35.4,1260,40.0,Medium,9.2,447.59,1.106
2025,Apple,Silt Loam,7.97,91,83,151,18.1,1201,39.1,Medium,7.0,3272.14,8.086
2022,Watermelon,Peaty,4.86,88,10,93,24.3,808,63.9,High,11.8,3536.68,8.739
2025,Chickpea,Red Soil,8.09,65,36,40,33.4,150,44.6,High,7.2,145.24,0.359
2022,Groundnut,Laterite,4.75,53,52,51,19.5,889,47.1,Low,9.3,535.23,1.323
2026,Coffee,Clay Loam,4.89,197,21,76,19.0,1508,48.4,Low,6.2,337.67,0.834
2023,Sunflower,Laterite,8.37,43,58,100,11.3,630,62.7,Low,6.8,145.39,0.359
2021,Sunflower,Laterite,7.44,93,58,20,29.2,397,53.7,Low,11.5,488.91,1.208
2022,Soybean,Black Soil,7.61,34,40,42,17.3,742,73.3,Medium,10.4,698.16,1.725
2023,Sugarcane,Saline,4.87,229,91,75,13.9,1682,62.4,High,7.1,4179.51,10.328
2020,Potato,Laterite,8.53,205,112,126,16.9,1181,80.3,Low,9.8,4626.61,11.433
2021,Sugarcane,Red Soil,8.18,184,92,93,20.8,2500,46.1,Medium,7.7,8220.12,20.312
2025,Tea,Peaty,6.42,135,24,90,21.4,1553,72.9,Low,7.5,480.24,1.187
2020,Garlic,Black Soil,6.51,71,10,48,22.6,299,63.7,Low,9.9,1631.88,4.032
2026,Rice,Loam,5.42,63,74,92,26.4,1259,79.4,Low,9.8,1512.11,3.736
2023,Wheat,Laterite,6.3,181,74,48,12.0,394,62.7,Medium,8.2,962.71,2.379
2021,Mustard,Silt Loam,4.89,108,50,21,32.6,150,32.0,High,10.6,158.71,0.392
2022,Sugarcane,Silt Loam,6.34,141,109,98,34.8,2339,33.5,Medium,11.2,23446.98,57.939
2023,Barley,Sandy Loam,8.72,105,15,29,17.9,150,94.5,Medium,8.1,250.86,0.62
2021,Sugarcane,Sandy Loam,6.64,273,71,65,24.1,2309,63.7,Low,7.4,17047.64,42.126
2022,Sugarcane,Silt Loam,6.78,290,85,131,24.4,2353,79.0,Medium,10.0,28171.77,69.614
2022,Tomato,Peaty,6.92,177,99,106,28.0,333,48.8,Low,11.5,5378.33,13.29
2020,Banana,Clay Loam,5.85,160,45,273,14.8,1632,78.2,Medium,6.3,7156.05,17.683
2023,Tea,Black Soil,4.74,179,18,119,12.0,1843,78.7,Low,5.4,400.78,0.99
2026,Apple,Saline,7.95,146,36,104,33.8,737,91.0,Low,11.6,1147.69,2.836
2026,Watermelon,Silt Loam,4.55,108,75,96,13.1,750,52.3,High,7.3,2962.95,7.322
2024,Coffee,Red Soil,6.57,82,34,94,31.2,873,36.9,High,7.7,188.58,0.466
2020,Wheat,Saline,5.0,158,77,36,20.4,570,66.4,Low,10.1,731.23,1.807
2022,Maize,Loam,6.42,106,20,30,31.9,516,48.3,Medium,8.6,816.62,2.018
2021,Barley,Clay Loam,7.92,50,27,39,31.3,508,74.3,Low,7.6,412.91,1.02
2020,Mustard,Black Soil,5.61,104,44,40,33.1,150,65.1,High,6.2,122.25,0.302
2026,Tea,Silt Loam,5.09,104,49,62,16.7,1641,51.3,Medium,4.4,727.91,1.799
2022,Watermelon,Alluvial,8.6,175,88,98,39.3,593,79.0,Low,11.6,3869.87,9.563
2026,Apple,Clay Loam,5.38,174,23,87,10.5,150,87.1,Medium,4.3,1728.39,4.271
2023,Cotton,Saline,7.01,19,44,42,18.0,895,82.9,Low,10.7,277.1,0.685
2020,Apple,Red Soil,7.51,99,59,132,20.0,767,31.4,High,6.7,3158.31,7.804
2020,Apple,Red Soil,4.92,113,26,71,26.0,1211,39.2,Medium,9.6,1906.07,4.71
2020,Coffee,Saline,5.97,133,39,112,24.4,1292,35.6,Medium,10.6,524.61,1.296
2023,Tomato,Peaty,4.79,180,68,91,22.5,747,34.1,Medium,4.4,4667.69,11.534
2024,Cotton,Black Soil,6.86,127,53,49,12.2,926,62.7,Medium,4.4,374.58,0.926
2020,Coffee,Black Soil,6.69,173,18,114,29.8,1559,58.4,High,7.8,340.79,0.842
2023,Potato,Red Soil,6.44,92,61,97,28.3,375,49.1,High,11.6,3277.15,8.098
2023,Tomato,Laterite,8.39,173,128,81,20.9,528,92.2,Medium,10.9,5093.14,12.585
2022,Rice,Alluvial,8.54,149,10,55,34.0,1764,93.3,High,10.4,610.73,1.509
2020,Rice,Loam,4.55,127,35,24,36.3,948,45.7,High,5.5,376.69,0.931
2022,Tomato,Peaty,8.54,180,102,132,34.5,306,66.3,Low,8.4,1414.03,3.494
2024,Cotton,Laterite,7.44,69,54,29,29.1,847,41.5,Low,7.3,697.48,1.724
2024,Sunflower,Alluvial,7.14,78,88,76,24.9,699,94.6,High,9.9,1734.46,4.286
2025,Garlic,Laterite,8.3,111,51,91,28.3,157,59.6,High,9.3,511.02,1.263
2026,Chickpea,Black Soil,6.37,10,57,10,40.0,150,55.4,High,4.7,82.02,0.203
2026,Onion,Laterite,6.43,85,16,87,19.5,150,45.2,High,7.8,2359.73,5.831
2023,Banana,Red Soil,6.22,144,47,241,15.9,1620,66.8,Low,9.7,8490.28,20.98
2026,Mustard,Loam,4.98,128,41,46,39.1,894,37.1,Medium,10.8,271.48,0.671
2021,Chickpea,Sandy Loam,4.92,10,62,43,36.7,635,86.2,High,11.4,141.14,0.349
2022,Cotton,Loam,6.41,123,85,36,31.1,650,68.8,Medium,7.1,677.76,1.675
2020,Wheat,Silt Loam,8.09,146,95,33,27.3,759,32.0,Medium,11.1,717.95,1.774
2025,Potato,Clay Loam,6.11,122,55,80,22.3,1328,59.1,Medium,7.6,6781.75,16.758
2026,Tea,Alluvial,5.06,166,62,60,38.4,1152,31.3,Medium,10.5,430.36,1.063
2021,Cotton,Loam,5.32,118,60,54,26.8,736,83.5,High,4.1,414.28,1.024
2021,Barley,Loam,6.5,87,78,73,17.9,673,46.0,High,9.3,1825.26,4.51
2026,Garlic,Black Soil,5.71,110,46,22,18.7,632,68.1,High,5.7,2398.09,5.926
2022,Garlic,Laterite,4.92,74,44,80,24.0,489,65.8,High,5.3,1159.03,2.864
2023,Garlic,Peaty,5.89,57,51,74,13.9,163,73.2,Medium,9.8,1382.98,3.417
2026,Apple,Sandy Loam,4.5,89,92,115,39.4,714,90.5,Low,8.0,1185.53,2.93
2020,Chickpea,Saline,6.92,43,73,39,26.2,621,62.8,Medium,7.3,544.48,1.345
2021,Onion,Laterite,5.15,116,78,121,14.6,732,89.8,Low,6.2,2778.58,6.866
2023,Onion,Alluvial,5.91,79,11,87,31.9,475,31.6,Medium,11.8,1563.26,3.863
2020,Tea,Black Soil,8.46,142,54,68,19.7,1245,59.1,Low,11.3,413.35,1.021
2023,Banana,Laterite,6.93,182,65,292,21.9,1429,88.2,Low,9.5,15631.09,38.625
2023,Cotton,Clay Loam,6.89,97,92,42,33.4,150,50.3,Low,6.8,318.52,0.787
2023,Apple,Clay Loam,6.14,67,84,72,12.6,901,65.5,Medium,6.5,6043.86,14.935
2022,Wheat,Sandy Loam,7.57,161,67,51,27.3,783,94.6,Medium,4.3,801.74,1.981
2024,Garlic,Sandy Loam,8.25,71,62,56,16.3,582,40.7,Low,9.9,2207.51,5.455
2025,Coffee,Loam,5.24,164,39,149,39.0,1526,31.5,High,4.8,280.12,0.692
2020,Chickpea,Peaty,5.36,12,60,62,10.9,565,94.3,High,11.3,191.92,0.474
2020,Watermelon,Laterite,5.33,138,32,99,28.0,646,84.8,High,6.7,4618.32,11.412
2022,Coffee,Loam,5.73,105,50,129,34.3,1112,71.4,Low,11.7,251.95,0.623
2023,Coffee,Clay Loam,5.81,166,58,134,24.4,1902,74.6,Medium,11.5,951.56,2.351
2020,Tomato,Saline,8.68,156,116,128,24.2,1023,93.9,High,5.5,3696.46,9.134
2024,Wheat,Loam,8.02,195,122,53,38.6,210,88.4,Low,4.7,184.88,0.457
2023,Chickpea,Peaty,5.01,10,37,34,14.7,233,42.7,High,5.1,131.16,0.324
2023,Onion,Saline,8.26,88,74,78,36.7,1448,87.8,Medium,4.4,1043.97,2.58
2022,Tomato,Alluvial,7.68,257,88,109,39.4,885,68.1,High,6.4,2988.0,7.383
2024,Soybean,Silt Loam,7.69,32,59,62,35.0,871,58.2,Medium,10.3,568.23,1.404
2021,Groundnut,Black Soil,5.54,16,51,50,22.0,1181,81.8,Low,11.8,837.67,2.07
2025,Potato,Red Soil,4.92,116,64,94,12.8,420,65.2,Low,9.7,5160.72,12.752
2021,Onion,Peaty,8.38,172,35,84,27.1,150,67.0,Medium,9.4,1354.9,3.348
2020,Coffee,Silt Loam,8.01,123,41,110,26.0,1945,68.4,High,9.7,334.94,0.828
2020,Mustard,Black Soil,6.24,100,47,10,20.7,150,47.1,Low,10.9,369.51,0.913
2023,Groundnut,Laterite,5.04,35,35,89,13.8,496,53.6,Medium,8.0,278.42,0.688
2023,Soybean,Alluvial,6.89,10,64,74,26.4,1085,36.1,Medium,10.5,922.67,2.28
2024,Garlic,Laterite,5.56,91,15,64,28.1,820,38.0,Low,9.3,1264.49,3.125
2022,Wheat,Red Soil,7.32,153,34,10,27.9,582,46.1,Medium,4.2,547.23,1.352
2024,Watermelon,Black Soil,6.92,111,42,85,35.1,403,56.1,Medium,10.6,8845.57,21.858
2023,Sunflower,Clay Loam,8.47,20,67,25,37.7,1091,53.0,Medium,6.7,131.32,0.324
2025,Tea,Red Soil,5.07,189,29,20,38.8,2044,55.4,High,5.9,217.1,0.536
2026,Cotton,Red Soil,6.3,144,64,10,13.7,1255,77.8,High,10.2,226.23,0.559
2025,Cotton,Red Soil,7.44,54,27,72,15.4,291,94.2,High,9.5,177.32,0.438
2025,Tomato,Sandy Loam,5.87,214,86,79,21.1,442,76.4,Low,10.7,6352.91,15.698
2022,Maize,Saline,7.84,209,24,82,15.0,150,68.9,High,11.8,285.9,0.706
2024,Soybean,Clay Loam,5.26,78,62,34,24.3,350,54.7,Low,6.1,348.55,0.861
2026,Wheat,Red Soil,6.53,140,10,10,10.1,150,34.3,High,5.2,193.42,0.478
2023,Cotton,Black Soil,7.2,63,46,29,34.5,435,69.2,Low,11.2,411.72,1.017
2022,Potato,Silt Loam,8.72,120,59,120,26.8,967,78.2,Low,4.3,2288.07,5.654
2024,Sunflower,Black Soil,7.49,68,80,42,13.6,635,61.4,High,10.8,531.31,1.313
2020,Watermelon,Sandy Loam,6.9,178,44,68,23.8,481,93.6,High,9.1,11111.51,27.457
2020,Banana,Red Soil,6.68,197,66,256,22.2,1389,93.3,Medium,9.7,19686.93,48.647
2025,Mustard,Red Soil,8.22,75,51,10,35.1,150,59.5,Medium,7.0,99.62,0.246
2020,Watermelon,Saline,7.2,192,101,89,16.0,1031,56.2,Medium,9.6,4570.62,11.294
2025,Tomato,Silt Loam,5.81,144,59,136,22.0,980,91.0,High,7.3,8715.47,21.536
2026,Apple,Alluvial,4.9,86,68,97,24.3,214,40.8,High,5.8,1023.08,2.528
2024,Tomato,Loam,6.22,213,100,91,31.9,331,63.4,High,10.9,5785.86,14.297
2026,Sunflower,Sandy Loam,6.68,65,123,30,21.2,310,76.5,Low,8.6,602.73,1.489
2026,Garlic,Alluvial,5.7,54,25,24,37.3,627,78.7,Medium,4.3,1212.12,2.995
2021,Soybean,Saline,5.21,32,64,56,23.5,1389,60.8,High,4.5,357.36,0.883
2020,Soybean,Clay Loam,8.08,53,37,30,13.1,1011,51.1,Low,8.9,269.68,0.666
2020,Sunflower,Saline,6.78,29,84,30,10.9,1036,31.8,High,6.3,204.06,0.504
2023,Rice,Black Soil,8.63,177,100,88,12.5,2193,90.6,High,9.6,629.39,1.555
2026,Soybean,Peaty,5.78,36,42,51,24.1,150,84.2,Low,7.7,386.81,0.956
2025,Onion,Silt Loam,5.69,76,56,108,20.9,649,34.2,Low,10.2,6210.65,15.347
2022,Watermelon,Clay Loam,8.55,183,112,91,34.9,783,77.6,Medium,6.8,5043.1,12.462
2023,Wheat,Sandy Loam,7.34,147,39,24,30.8,1510,65.9,High,10.1,502.19,1.241
2024,Wheat,Sandy Loam,5.89,133,25,52,24.7,789,62.0,High,7.9,1030.83,2.547
2026,Onion,Peaty,7.8,93,77,64,12.1,269,42.3,Low,9.9,2190.41,5.413
2023,Sugarcane,Loam,5.97,245,85,127,37.9,1739,56.3,Medium,5.0,13912.3,34.378
2021,Potato,Silt Loam,8.66,115,104,80,18.7,729,43.1,Medium,10.0,5591.74,13.817
2023,Coffee,Loam,5.4,178,43,79,33.3,1679,36.7,High,10.8,319.33,0.789
2022,Tea,Saline,7.47,115,20,107,27.9,1731,75.6,Medium,9.5,211.95,0.524
2024,Tea,Alluvial,6.13,156,57,59,27.2,1907,85.1,Medium,10.3,660.22,1.631
2022,Barley,Red Soil,6.61,128,103,26,11.9,710,57.8,High,11.3,965.36,2.385
2026,Apple,Alluvial,6.77,83,49,100,23.1,1010,83.0,Low,8.0,4746.36,11.728
2022,Tea,Peaty,7.17,146,18,37,19.9,1526,81.0,Low,10.4,358.26,0.885
2024,Watermelon,Alluvial,7.58,76,41,54,28.3,1078,68.7,Low,5.8,8135.8,20.104
2021,Rice,Loam,5.82,204,17,31,15.6,1674,43.2,Low,11.5,813.29,2.01
2023,Barley,Silt Loam,8.78,55,27,10,35.1,356,54.1,Medium,4.4,155.58,0.384
2020,Onion,Red Soil,7.58,108,68,69,23.0,572,76.1,High,6.3,4554.06,11.253
2021,Mustard,Clay Loam,7.14,66,55,31,16.8,271,57.2,Medium,7.1,778.6,1.924
2021,Groundnut,Clay Loam,8.09,10,60,47,27.9,732,30.8,Medium,9.6,547.51,1.353
2024,Wheat,Black Soil,6.48,91,77,61,15.7,303,62.6,Low,12.0,993.8,2.456
2020,Tomato,Laterite,4.78,187,83,122,16.1,509,88.4,Medium,7.9,3350.92,8.28
2024,Onion,Saline,5.07,95,67,60,32.8,150,57.2,Medium,6.4,409.43,1.012
2026,Wheat,Alluvial,6.46,103,68,19,39.2,224,66.9,Medium,8.7,371.98,0.919
2025,Tea,Loam,5.41,198,17,124,11.2,1913,36.9,High,8.7,596.68,1.474
2024,Onion,Black Soil,8.31,109,24,60,16.3,150,70.6,Medium,11.9,1649.57,4.076
2025,Sunflower,Silt Loam,6.53,122,83,43,30.9,724,31.5,Medium,10.8,1300.51,3.214
2022,Watermelon,Black Soil,8.68,153,81,52,18.9,776,34.5,Low,8.3,3831.83,9.469
2023,Cotton,Silt Loam,8.36,71,23,65,24.9,541,48.6,High,9.8,572.71,1.415
2024,Barley,Laterite,7.41,77,31,36,21.9,409,57.5,Low,4.8,781.06,1.93
2021,Wheat,Saline,8.15,111,76,16,12.7,584,56.0,Low,10.5,371.54,0.918
2022,Soybean,Saline,7.45,10,86,49,30.0,756,62.7,High,4.8,334.68,0.827
2026,Tomato,Silt Loam,8.62,139,62,119,16.0,928,65.5,High,7.1,4178.18,10.324
2023,Sugarcane,Silt Loam,5.84,214,70,92,20.5,1299,41.2,Low,10.8,9426.62,23.294
2026,Tea,Saline,5.09,140,21,65,32.2,2713,58.5,Medium,8.0,291.63,0.721
2025,Sunflower,Alluvial,8.45,62,61,43,32.2,1121,63.4,High,4.5,364.9,0.902
2022,Cotton,Peaty,6.42,58,102,14,10.4,1298,55.5,Low,6.0,216.82,0.536
2021,Garlic,Peaty,6.49,117,31,98,32.4,688,81.2,High,11.0,1848.41,4.568
2026,Soybean,Black Soil,7.93,65,36,63,20.5,747,69.6,Low,9.2,700.78,1.732
2022,Watermelon,Red Soil,5.15,134,78,100,39.8,150,46.7,Medium,7.1,1065.68,2.633
2025,Tomato,Peaty,8.63,156,76,80,29.5,557,81.5,Medium,6.7,3243.44,8.015
2025,Maize,Laterite,5.19,141,66,17,40.0,616,90.0,High,5.2,241.8,0.597
2025,Watermelon,Silt Loam,6.86,137,61,129,10.3,624,42.3,Low,4.2,5722.77,14.141
2025,Tea,Red Soil,5.98,78,66,18,31.4,1749,53.7,Medium,7.4,219.3,0.542
2026,Onion,Alluvial,5.87,102,89,66,23.4,990,36.8,Low,10.1,7711.37,19.055
2020,Sugarcane,Saline,6.12,232,90,65,20.1,1336,38.3,High,10.0,9623.17,23.779
2026,Garlic,Clay Loam,4.72,75,70,73,19.7,219,38.3,High,11.4,1532.18,3.786
2026,Apple,Loam,6.79,86,13,83,17.9,523,36.4,Low,10.8,3724.13,9.203
2023,Chickpea,Black Soil,7.64,13,80,45,10.2,1641,45.6,Low,8.5,272.29,0.673
2026,Apple,Black Soil,5.16,106,34,117,13.4,773,40.2,Low,4.0,4347.87,10.744
2026,Banana,Saline,8.0,159,83,263,38.0,1431,43.8,Low,6.2,3288.22,8.125
2022,Groundnut,Silt Loam,4.67,50,67,10,13.4,594,48.8,High,4.9,178.85,0.442
2023,Cotton,Sandy Loam,7.8,156,10,64,21.8,743,79.0,Low,7.3,331.62,0.819
2026,Garlic,Laterite,6.42,55,56,48,39.5,793,84.4,Low,11.6,1749.88,4.324
2025,Soybean,Laterite,6.04,84,77,33,21.6,688,72.7,Low,4.2,593.04,1.465
2022,Sunflower,Laterite,8.33,79,28,10,25.0,700,76.7,Medium,9.7,463.63,1.146
2024,Barley,Laterite,5.66,97,58,41,14.1,150,64.3,Low,5.0,274.66,0.679
2022,Potato,Alluvial,7.17,135,86,91,15.1,1004,72.8,High,11.4,5763.89,14.243
2025,Rice,Laterite,7.52,152,60,27,31.3,1550,64.0,High,10.3,1129.0,2.79
2022,Tomato,Black Soil,5.87,210,84,143,13.6,936,86.1,Low,10.4,7086.23,17.51
2024,Tomato,Peaty,6.12,134,89,176,37.1,579,45.5,High,4.5,3853.25,9.522
2020,Groundnut,Sandy Loam,6.18,32,63,85,22.7,150,49.0,High,5.4,441.32,1.091
2022,Soybean,Clay Loam,8.07,10,57,24,35.7,1182,80.4,Low,5.3,157.68,0.39
2025,Banana,Silt Loam,5.18,162,54,230,25.9,1362,89.3,Medium,7.1,12978.76,32.071
2022,Potato,Silt Loam,5.52,158,95,58,33.3,514,48.7,High,4.4,2823.01,6.976
2026,Groundnut,Red Soil,5.62,45,10,23,23.7,552,76.8,Low,10.6,646.5,1.598
2025,Apple,Black Soil,6.46,99,51,54,16.7,1100,37.7,Medium,5.2,5230.67,12.925
2021,Coffee,Peaty,7.5,136,59,113,21.1,1611,51.5,Medium,10.7,435.94,1.077
2025,Coffee,Clay Loam,8.69,104,18,120,11.5,1559,86.3,High,10.7,209.15,0.517
2021,Cotton,Sandy Loam,6.58,67,45,22,34.4,311,65.9,Low,5.6,181.07,0.447
2025,Barley,Black Soil,8.04,57,72,31,23.3,375,52.1,Low,7.1,599.89,1.482
2022,Soybean,Saline,5.47,70,18,56,15.4,508,85.3,Low,7.2,180.06,0.445
2022,Soybean,Black Soil,6.45,10,69,38,14.0,679,77.3,High,7.6,353.27,0.873
2025,Barley,Clay Loam,5.61,80,10,45,11.9,915,77.7,Medium,8.6,454.21,1.122
2022,Banana,Laterite,7.52,244,38,275,14.8,2038,68.0,High,4.1,4933.4,12.191
2025,Soybean,Saline,4.97,10,60,43,10.5,1054,70.8,Medium,7.6,114.69,0.283
2022,Maize,Peaty,8.57,188,46,26,21.6,715,42.4,Low,9.3,823.48,2.035
2024,Watermelon,Red Soil,7.83,116,62,99,30.8,244,46.6,Low,9.5,5209.69,12.873
2022,Chickpea,Black Soil,7.24,10,63,36,13.8,512,41.4,High,5.1,394.85,0.976
2025,Watermelon,Alluvial,8.16,115,115,96,24.5,1120,38.2,High,11.2,8813.72,21.779
